name,entropy_levenshtein,mean_levenshtein,std_levenshtein,median_levenshtein,min_levenshtein,max_levenshtein,entropy_len,mean_len,std_len,median_len,min_len,max_len,entropy_shannon_entropy,mean_shannon_entropy,std_shannon_entropy,median_shannon_entropy,min_shannon_entropy,max_shannon_entropy,entropy_unique_trimers,mean_unique_trimers,std_unique_trimers,median_unique_trimers,min_unique_trimers,max_unique_trimers,entropy_unique_trimers_on_all,mean_unique_trimers_on_all,std_unique_trimers_on_all,median_unique_trimers_on_all,min_unique_trimers_on_all,max_unique_trimers_on_all
afp_amppred,1.8277392067959009,31.435284562499515,13.810950594037406,29.0,0.0,95.0,2.8750234827186683,29.53741245853299,15.14114028872017,25.0,10,99,3.0577243829089285,3.2986776559383926,0.43409034079050973,3.3618441805721893,0.9852281360342516,4.157466449065977,2.8646746041720093,26.900479174345744,14.861284256978129,23.0,2,97,0.28219655558629314,0.9789777624346109,0.07549558094554994,1.0,0.14285714285714285,1.0
afp_antifp,2.0606686197488107,57.93743825749237,16.49794063779471,58.0,0.0,100.0,2.9301525703632585,55.0877914951989,25.053081680840553,55.0,4,100,3.143351091699539,3.6362260065345855,0.471761976625013,3.7904977220947256,1.0,4.239585735106421,2.9291046788791926,52.22153635116598,24.772440932180874,53.0,2,98,1.435481824094523,0.9825751709609427,0.060863073838923934,1.0,0.04878048780487805,1.0
aip_aippred,1.599663258298741,15.397834062310013,2.271373149795651,15.0,0.0,25.0,1.390582874805006,16.36510962821735,2.4690965091292862,15.0,11,25,2.735481430614651,3.1663671300663188,0.3193622324052128,3.1898980954642875,0.9055872616982603,3.8841837197791893,1.514358184864435,14.264061010486177,2.5082998735343205,13.0,5,23,0.21727266018865138,0.9931145013566869,0.03977799826543952,1.0,0.38461538461538464,1.0
aip_antiinflam,1.5844447787845757,15.574147222488216,2.7407248699275715,15.0,0.0,30.0,1.9386397112728744,16.133239171374765,3.4451098913004268,15.0,7,30,3.0061040707664435,3.0803401119461022,0.3649577747804285,3.139572261986723,0.934068055375491,3.9219280948873627,2.0886738043232564,13.976459510357815,3.440154417733616,13.0,3,28,0.1996360943575313,0.9896045991348865,0.04459482598498014,1.0,0.16666666666666666,1.0
amp_antibp,1.1752293451353373,26.52520028435725,2.1956225642334224,27.0,0.0,30.0,0.0,30.0,0.0,30.0,30,30,2.5959444816663133,3.3637142351649953,0.33171443449909005,3.40623892865339,1.9182958340544896,4.01506101220307,1.621178793272143,25.94773519163763,3.5822261072437795,28.0,6,28,1.621178793272143,0.9267048282727725,0.12793664668727786,1.0,0.21428571428571427,1.0
amp_antibp2,1.7074978915831516,30.954476644170303,12.092236597713708,30.0,0.0,94.0,2.808492241034518,29.72002007024586,13.763498983344476,27.0,6,94,2.9102162082695626,3.298171853697908,0.41722728130056924,3.364029718669655,0.0,4.157466449065977,2.8378206138455746,27.122930255895636,13.343786542100288,25.0,1,91,0.28853925351152004,0.9819721862383254,0.05810180709838906,1.0,0.25,1.0
amp_csamp,2.116787100896939,48.62091503267974,18.423830040183457,48.0,0.0,92.0,1.99514329014905,48.71078431372549,20.384290408627997,41.0,16,100,2.0687722439262766,3.619272007330472,0.34360157472945807,3.6316491239481112,1.8910611120726526,4.181769085217797,1.9349527061683431,45.8235294117647,19.849142701250983,39.0,9,96,1.463044113445752,0.9813150168002603,0.0375479795446448,1.0,0.5625,1.0
amp_fernandes,2.075805203102804,33.65394201757838,16.503185223752993,30.0,0.0,89.0,2.1459536433604107,47.62770562770563,22.91070400357263,41.0,11,100,2.1555599366031446,1.4570942202149293,0.18040820605737898,1.472361456429797,0.8554508105601307,1.83599628028329,2.118806562884857,18.58874458874459,6.2550172886320174,19.0,4,35,2.1620427646166283,0.4583131130390789,0.14272537431930624,0.4523809523809524,0.1590909090909091,1.0
amp_gonzales,1.9910789302544316,30.809686917853494,12.922650999999455,30.0,0.0,79.0,1.8440851206565128,30.170542635658915,14.019987963484285,26.0,11,84,2.0098168200065394,3.0804174369685042,0.6434646635958692,3.3011884394999553,1.3485878960124225,4.0510185154103935,1.92317578283499,26.73643410852713,14.698267250007229,24.0,5,79,1.563395306206594,0.9283450869865163,0.1580341810820249,1.0,0.2631578947368421,1.0
amp_iamp2l,2.02425609023662,63.52348992479094,18.333568105381797,69.0,0.0,100.0,2.493483966735476,59.44776119402985,28.82003668426036,65.0,5,100,2.9876915017368098,3.62400710247657,0.44528036903405643,3.7760597861787506,0.0,4.24382443250875,2.4722923755773683,56.208955223880594,28.316144476050276,62.0,1,98,1.6423334772380294,0.9794316844881229,0.057785840471627395,1.0,0.02564102564102564,1.0
amp_modlamp,1.5544387247738454,40.47616888337079,12.93610063485196,37.0,0.0,98.0,2.844892311151629,42.84412563008918,13.174248126126733,40.0,30,100,3.131221918932482,3.551118003751736,0.32147111406287404,3.5786151196930236,1.3592506724510343,4.19417897145918,2.9814551997634604,39.661108956960064,12.82225263183607,37.0,12,98,1.6444710103233817,0.9740700112730488,0.0744306906142841,1.0,0.17346938775510204,1.0
anitinflamatory,1.3758236477747248,15.447919187418634,2.357744069733349,15.0,0.0,30.0,1.508666126272517,16.361213720316623,2.6061880095516927,15.0,11,30,3.189743286148742,3.1457425332918585,0.32757303252787856,3.1898980954642875,0.934068055375491,3.9219280948873627,1.6559429572340671,14.235620052770448,2.642188231840017,13.0,3,28,0.1605796325292647,0.9915694067663139,0.043210211786749234,1.0,0.16666666666666666,1.0
anti_MRSA,1.8380545006284872,30.918493977424813,8.237910484264761,32.0,0.0,67.0,2.295611051402188,30.30251256281407,11.575487170515409,30.0,11,70,2.6389095911699636,3.445396513959651,0.3715995073438046,3.5110854081804277,1.5465935642949384,4.1095644482543685,2.3632843872799616,27.995979899497488,11.44916594884619,28.0,8,68,0.24293002796430166,0.9903584653435142,0.03571150444358459,1.0,0.45652173913043476,1.0
antibacterial,2.169249991795027,39.40092852442611,21.160630090652933,36.0,0.0,99.0,3.0769913708963794,33.09356124667794,23.937986233717325,23.0,5,100,3.4731916540021937,3.2005841847214525,0.6677149457849506,3.337175341123077,0.0,4.221019429936298,3.07669397035244,30.31052186518483,23.56564985417791,20.0,1,98,1.5086568441377632,0.9698490784809682,0.09250124983296494,1.0,0.08333333333333333,1.0
anticancer_alternative,2.240569031581602,26.655035072802637,9.628834722920118,27.0,0.0,50.0,2.551801012792728,24.65824742268041,12.143693328231006,23.0,3,50,2.7699898841391213,3.100322667955719,0.6355691512448812,3.2542478552851724,0.9709505944546686,4.1095644482543685,2.5526254481488353,22.010309278350515,12.293779204168331,21.0,1,48,0.52426682017605,0.9651445856233766,0.10257243982255886,1.0,0.18181818181818182,1.0
anticancer_main,2.20978135031467,24.929390237157723,9.148919015695917,25.0,0.0,50.0,2.643804465735755,23.8130081300813,11.067677684371603,22.0,2,50,2.818661847667391,2.9734930162239857,0.6313042076765584,3.1077927825856806,0.8112781244591328,4.093703211197233,2.552955491178602,21.027293844367016,11.289910936766201,19.0,0,48,1.537185882970133,0.9545174867537332,0.11639635748805147,1.0,0.0,1.0
antidiabetic,1.6100225999990145,19.16198649813272,4.258262828477523,18.0,0.0,40.0,2.4125883912583475,19.603813559322035,5.080060959778965,20.0,11,41,2.4914981026559033,3.220876770114849,0.3937825154463797,3.3082708345352603,1.221694907636328,4.015611760504575,2.5366429476932977,17.35593220338983,5.059435594784906,18.0,7,39,0.325292212059292,0.9869588339235658,0.05648041707396921,1.0,0.42105263157894735,1.0
antifungal,2.046697361826399,58.10516769450605,16.66138799639384,62.0,0.0,99.0,2.3841670446081547,54.20694864048338,26.132245056177503,56.0,5,100,2.880708451420122,3.6389081865881514,0.5023777778375116,3.811876724863068,0.9182958340544896,4.196908227866487,2.380915425353676,51.54582074521652,25.882824602852892,53.0,3,98,1.2733276882777902,0.9864075371882599,0.0525752159280779,1.0,0.13636363636363635,1.0
antimalarial_alternative,1.7078297522967045,30.495786819225412,9.129834240001193,31.0,0.0,80.0,2.3353687740452314,28.56564417177914,13.08744717906427,28.0,1,81,2.610908618890222,3.2958231111080076,0.6601335192858471,3.489841124941374,0.0,4.1095644482543685,2.276136420966758,26.09447852760736,13.08001450034722,26.0,0,79,0.3472743685985398,0.961294618715755,0.15719243986797224,1.0,0.0,1.0
antimalarial_main,1.973885448489512,34.35928561940639,16.419680742582525,31.0,0.0,99.0,2.96184753416037,31.752605346624378,17.95464409166064,28.0,1,100,3.0256826251392126,3.2224962891124953,0.5472986760432991,3.323934896284056,0.0,4.171973149067329,2.967936746023988,28.808337109198007,17.48490094429487,25.0,0,98,1.507614740668356,0.9637808313079759,0.11919815134628448,1.0,0.0,1.0
antimicrobial,1.9388756581246884,18.376529026757,4.211144201945186,18.0,0.0,30.0,2.8874717525126483,18.528301886792452,5.340332898035449,18.0,11,30,3.470694749816291,3.034524643951139,0.5114061824419506,3.136852948869165,0.6500224216483541,4.021268494903765,2.9684065718928476,16.03265602322206,5.448034657083775,16.0,2,28,0.472271636117227,0.970581925126125,0.09752966208217784,1.0,0.1,1.0
antimicrobial_UniDL4BioPep,2.1807190952828477,58.24497868760313,20.408363635204793,63.0,0.0,100.0,2.769907508849101,52.832832832832835,28.726502247543078,53.0,11,100,3.3416618406477743,3.527038976359546,0.5116762733992645,3.687291426568273,0.9182958340544896,4.2615732831543705,2.818485786245702,49.67567567567568,28.324456395713366,50.0,4,98,1.832659801001098,0.9744588375880697,0.06844777335209683,1.0,0.18181818181818182,1.0
antioxidant,2.051468758416593,7.118272961908152,3.5838508910916844,6.0,0.0,20.0,2.265229520960032,5.915094339622642,3.655489344751343,5.0,2,20,2.4163997670076833,2.0275150580945214,0.6942011588479342,2.0,0.0,3.892407118592877,2.2575660918715323,3.880188679245283,3.612841870258714,3.0,0,18,0.24860307704664458,0.9584422855708232,0.1935120377999896,1.0,0.0,1.0
antioxidant_UniDL4BioPep,1.78383949083909,6.908408819733606,4.275059165063084,6.0,0.0,30.0,2.2328429282908693,5.736467236467236,4.048186685395048,4.0,2,30,2.4033844808230516,1.9567402424038702,0.7005686329582665,1.9219280948873623,0.0,3.7647351787255054,2.229078386634917,3.7236467236467234,4.029695234315323,2.0,0,28,0.22678107347870174,0.9542908500173457,0.2059745818373132,1.0,0.0,1.0
antiparasitic,2.1963770044323874,53.30416463838904,20.57439394824278,58.0,0.0,98.0,2.230879365434386,47.701492537313435,27.689353183056607,40.0,5,100,2.5196417085553615,3.4716207503506125,0.5443485556317078,3.6190020180408795,1.061278124459133,4.189247903733714,2.22580942701884,44.53233830845771,27.12452457044079,37.0,3,97,1.7915777713696592,0.975510832351403,0.06720623048418067,1.0,0.2549019607843137,1.0
antiviral,1.6236374805978349,23.854048903813208,14.413730426900113,19.0,0.0,98.0,2.9331191234912786,20.85054347826087,14.367309369153961,17.0,5,100,3.1784127385767467,3.096458789891222,0.5139321006375418,3.1805782595260945,0.0,4.157459516089122,2.996610055635999,18.54008152173913,14.128670050102329,15.0,1,98,0.28239426920842037,0.9867905389811015,0.053145314451957575,1.0,0.21212121212121213,1.0
atb_antitbp,1.9391462414880354,18.390466983938133,10.033455801284527,15.0,0.0,59.0,2.2181368078843184,16.20731707317073,10.18855304383831,12.0,5,61,2.459764215420834,2.786446881574184,0.6026431380497084,2.8453509366224368,0.0,4.024189820688205,2.376077232587685,13.81910569105691,10.004562008845234,10.0,1,57,0.4556016063746517,0.974493051014983,0.08809349902399331,1.0,0.25,1.0
atb_iantitb,1.9392418979279884,17.955937272787363,10.14737966234617,15.0,0.0,59.0,2.2930423779856515,15.75,10.224139497057175,12.0,5,61,2.369183283549543,2.6678351724016824,0.6320724485437871,2.725480556997868,0.0,4.024189820688205,2.4376467830381654,13.304878048780488,10.064453697899376,10.0,1,57,0.5292726078325518,0.969959222132944,0.09487983815709215,1.0,0.25,1.0
avp_amppred,1.3876334317147727,25.459979358228562,9.38809154531157,26.0,0.0,94.0,2.339707125659526,24.60821917808219,10.53760069159591,21.0,10,98,2.91026831785563,3.2137280521875904,0.4637072973574436,3.315977716456259,0.9852281360342516,4.170760483455003,2.2998437549988373,22.01164383561644,10.470859827014328,19.0,2,95,0.36876657340116703,0.9713869088207896,0.09887825296950123,1.0,0.14285714285714285,1.0
avp_avppred,1.3655028414669126,22.927876020458527,8.181973484383484,22.0,0.0,97.0,2.2113760113786083,21.693116634799235,9.750446890761998,20.0,6,100,2.670790439050873,3.0809084854032176,0.5504606781329321,3.222001225800344,0.0,4.047683630391817,2.2822070555925924,19.007648183556405,9.835352923342567,18.0,1,95,0.4726620766386866,0.9609306563800898,0.12463314061600828,1.0,0.14285714285714285,1.0
bce_ibce,1.1272847307944276,15.60748315070334,3.1699796941188145,15.0,0.0,46.0,2.0020144307897723,16.246624305003973,3.445009185324594,15.0,11,49,3.0214745572031845,3.130142123350403,0.344636815347248,3.1898980954642875,0.8960382325345575,4.02365210241295,2.073543583079653,14.121922160444797,3.452823429215191,13.0,4,47,0.15848008372428188,0.9919121025502715,0.04395552369991857,1.0,0.18181818181818182,1.0
bitter,1.393333939639732,6.239921875,3.758353455573529,6.0,0.0,39.0,2.2915295268793905,5.303125,3.7230686582945256,4.0,2,39,2.1856685616689617,1.7272973452660534,0.7737315556579207,1.584962500721156,0.0,3.6978458230844122,2.2793581349489553,3.2609375,3.6847285003231582,2.0,0,37,0.615974866489494,0.7794252622377622,0.4099924026555609,1.0,0.0,1.0
blood_brain_barrier,2.209761892815005,22.5182896688087,9.974225356142078,22.0,0.0,51.0,2.057908370776328,19.73949579831933,11.693179930567982,17.0,5,53,1.9758844409942065,2.966432843754545,0.5669031708403702,3.0235136246189347,1.0,3.980687267126826,2.0827460219535863,17.31512605042017,11.618473689192752,15.0,2,50,0.3599319790369242,0.9755866059626193,0.09468895874313221,1.0,0.25,1.0
cpp_cellppd,1.7806839704544768,20.19868821295695,7.396191460977027,20.0,0.0,60.0,2.6602539397148846,18.60161090458488,8.87322371046121,17.0,3,61,2.7632685850936105,2.872979901470259,0.6910393626885173,2.9735572622751856,0.0,4.108694969562842,2.7477775754207627,15.93804213135068,8.980834757690467,14.0,1,58,0.5477697492341441,0.9558011964550854,0.134632097255119,1.0,0.058823529411764705,1.0
cpp_cellppdmod,1.9893093914468853,17.692916399213267,6.357187928234012,17.0,0.0,41.0,2.743965806994821,16.88372093023256,7.246124137719923,16.0,3,41,2.7177579664314333,2.465543744225365,0.7927988586418931,2.6535442970305683,0.0,3.86105234925443,2.735749558523585,13.279069767441861,7.268645044040482,13.0,1,39,1.906824512428335,0.8867526443916841,0.22263150871250306,1.0,0.07692307692307693,1.0
cpp_cppredfl,1.8261966138477144,21.674204943685464,7.654256425735228,21.0,0.0,58.0,2.3375162342342777,20.463203463203463,8.491130393859768,18.0,10,61,2.536917342728346,3.035734197786122,0.6642761873132151,3.1814194009828274,0.5689955935892812,4.146629599158928,2.624012866752481,16.89069264069264,8.38649449987534,15.0,2,58,1.568400784352814,0.9273318526051356,0.17135514029974727,1.0,0.06666666666666667,1.0
cpp_kelmcpp,1.7939521492196557,20.74882033858544,6.226044331817281,20.0,0.0,49.0,2.487665495150336,20.558325024925225,7.168484948486106,19.0,8,49,2.6938711060809526,2.886727796386288,0.6261565529399523,3.0220552088742005,0.5689955935892812,4.108694969562842,2.4620226408090558,17.208374875373877,7.606436486488133,16.0,2,47,1.8161222896821076,0.9242783540363134,0.16296047840941955,1.0,0.16,1.0
cpp_mlcpp,1.853619839553035,21.264009119102536,6.212009129077315,21.0,0.0,47.0,2.681935941631568,20.374146085128743,7.691831455783937,19.0,5,48,2.853904598614902,2.9355369960462436,0.6942513002799379,3.1009166856947723,0.0,4.043801694853791,2.6365136163689162,16.942722017866526,7.791447292998459,15.0,1,45,1.5977222263249649,0.9262095417507242,0.17770242185758886,1.0,0.06666666666666667,1.0
cpp_mlcppue,1.5357944378020887,15.651162458177243,6.528255875399516,15.0,0.0,60.0,2.349945955134001,15.518716577540108,6.6709059795593655,15.0,5,61,2.127122258862113,2.5075773844298848,0.7116979703923062,2.6556390622295662,0.0,3.8810054880546376,2.390207636603514,12.585561497326204,6.802555754396477,13.0,1,58,1.4398609265266367,0.928868718461732,0.17219606135138021,1.0,0.07142857142857142,1.0
cpp_sanders,1.8242339249308532,17.80489892984542,5.754781687156861,17.0,0.0,43.0,2.1428327311732667,18.26206896551724,6.636389431377496,18.0,5,43,2.0335794133623737,2.6691410134067373,0.6497955544039834,2.8221819586428727,0.0,3.840083251972112,2.0081531683201037,15.144827586206896,6.952032012886917,14.0,1,38,1.5313375104893816,0.9268440940818103,0.15957550723519734,1.0,0.14285714285714285,1.0
hem_hemopi,1.3415473516160137,21.108794108380593,9.413051057127571,20.0,0.0,94.0,2.5312870775742664,20.472826086956523,9.633839098788627,18.0,4,98,2.695136480777704,2.9794360952427943,0.596506688054461,3.09306920777189,0.8524051786494786,4.1162646156680225,2.558177693291015,17.78894927536232,9.622956454487532,16.0,2,95,0.5412965874259605,0.961039048678598,0.11824211127461039,1.0,0.13333333333333333,1.0
hiv_apv,1.9085986650300137,12.12880414931697,4.556371798107808,12.0,0.0,33.0,0.569268569218154,99.25641025641026,0.43665093245965125,99.0,99,100,2.5666183770046658,3.91418154932521,0.03630806010568581,3.912977153897456,3.788042011236425,4.031543259369644,1.2898128454950273,94.38803418803418,0.9010120039765346,94.0,92,97,1.280475689456281,0.9705075157210652,0.008227777476422487,0.9690721649484536,0.9484536082474226,1.0
hiv_bevirimat,1.9558950480933528,4.728990634755463,1.7798789611817871,5.0,0.0,11.0,0.555196694044411,20.774193548387096,0.4332679584614404,21.0,19,21,1.9600976557117504,3.473051934916698,0.13448825834281575,3.4632805178108113,3.065957320949175,3.7849418274376427,0.6397670885604441,18.72258064516129,0.48904757827734774,19.0,17,19,0.18846078536135713,0.997283531409168,0.01439023436361093,1.0,0.8947368421052632,1.0
hiv_idv,1.9129698485475952,11.825412610825222,4.457377148158402,12.0,0.0,32.0,0.5644874518787281,99.25196850393701,0.4341432677823692,99.0,99,100,2.601886775349458,3.913651891171931,0.03560397395052684,3.913076336907147,3.788042011236425,4.031543259369644,1.2843883926523019,94.34803149606299,0.8945020515727399,94.0,92,97,1.25571171642971,0.970140367211094,0.00815053946523512,0.9690721649484536,0.9484536082474226,1.0
hiv_lpv,1.9709547900214417,12.968992696005918,4.606024923902802,13.0,0.0,32.0,0.6029247166616178,99.29086538461539,0.4541615490636884,99.0,99,100,2.455643360077954,3.915635253271561,0.03929643037418445,3.9147651537156447,3.788042011236425,4.031543259369644,1.3625365676474825,94.45913461538461,0.9698647909105315,94.0,92,97,1.2453370369581185,0.9708949003868003,0.008956782075524644,0.9690721649484536,0.9484536082474226,1.0
hiv_nfv,1.9053397753647703,11.976763333207874,4.542795775830897,12.0,0.0,33.0,0.5623351446188083,99.25,0.4330127018922193,99.0,99,100,2.60955378839762,3.913605489717,0.03594305862836532,3.9123715850106024,3.788042011236425,4.031543259369644,1.2979330466783732,94.35276073619632,0.9057290649371095,94.0,92,97,1.2734973141866957,0.9702081926945718,0.00823408816520513,0.9690721649484536,0.9484536082474226,1.0
hiv_protease,1.095097607752817,7.273348059620276,0.8516458691570857,7.0,0.0,8.0,0.0,8.0,0.0,8.0,8,8,2.0226954669968578,2.470894332950858,0.38904553177303136,2.5,0.0,3.0,0.18806495851548158,5.941921858500528,0.36736698663546086,6.0,1,6,0.18806495851548158,0.9903203097500879,0.06122783110591013,1.0,0.16666666666666666,1.0
hiv_rtv,1.8975826774674553,11.968788463004715,4.498117453955151,12.0,0.0,33.0,0.5772264166990819,99.26402640264027,0.4408134087673664,99.0,99,100,2.607354598687324,3.913432631956639,0.03594618202829345,3.913026745402301,3.788042011236425,4.031543259369644,1.2803246372484924,94.36303630363037,0.8901106961986958,94.0,92,97,1.248010093551506,0.9701741266068538,0.008032862604082182,0.9690721649484536,0.9484536082474226,1.0
hiv_sqv,1.9029891100730574,11.982227965527068,4.532455045931017,12.0,0.0,33.0,0.5665992474172004,99.25391849529781,0.4352515284792276,99.0,99,100,2.6491976840060807,3.9132646569493317,0.035742062938220874,3.9126999530543642,3.788042011236425,4.031543259369644,1.2997887421570684,94.34482758620689,0.9081121095450296,94.0,92,97,1.267931425588939,0.9700873627413673,0.008230245143972545,0.9690721649484536,0.9484536082474226,1.0
hiv_v3,1.8465681712643804,9.85627336386513,4.086081707035178,9.0,0.0,30.0,0.6762334985186027,34.83493708364175,0.5603418180988902,35.0,32,38,2.7899681507280705,3.6932227111924076,0.11037281165231479,3.700711588373538,3.3253318177463154,4.115834092163221,0.933628111145195,32.574389341228716,0.6621152828784831,33.0,29,36,0.6388774761632852,0.9921060573070136,0.014093980264065683,1.0,0.9393939393939394,1.0
isp_il10pred,1.1334057193529656,14.815757401313657,3.0717137141205346,14.0,0.0,40.0,0.8303483709894457,15.737520128824476,3.0262447781572956,15.0,8,42,2.832410065841051,3.087453247144922,0.3676872192880541,3.139572261986723,1.3752793655393791,3.9219280948873627,0.9054798198222082,13.59098228663446,3.0259504304825895,13.0,5,40,0.38131045273176933,0.9894043747473064,0.04351354059159527,1.0,0.5714285714285714,1.0
nep_neuropipred,2.0772353079858408,33.51682024489796,21.246283175012778,25.0,0.0,98.0,2.866532651701598,28.41542857142857,21.82408870201616,20.0,4,100,2.815279383424551,3.3130906332976426,0.49539842162523334,3.365863952598239,0.8112781244591328,4.183536499252996,2.8982286647962234,26.18285714285714,21.559372979409815,18.0,2,98,0.12685734859546266,0.9937740023418044,0.02818277659259331,1.0,0.3448275862068966,1.0
neuropeptide,1.924494424224016,25.51203043894144,19.43756044860531,18.0,0.0,99.0,3.121583354347081,20.95938144329897,18.39944529724344,14.0,5,100,3.1006560335416724,3.074174399661325,0.5048003993053621,3.056564762130954,0.7219280948873623,4.156285233230008,3.110531941660956,18.7519587628866,18.091420797508587,12.0,3,98,0.1838690759513633,0.9930670231113761,0.03202970537483199,1.0,0.38461538461538464,1.0
pip_pipel,1.3722327698940857,14.583059052681847,1.9809115307526053,14.0,0.0,25.0,0.8822245420302762,15.62453531598513,1.9776427586202319,15.0,11,25,3.1292454492345914,3.1232855461135443,0.3402437465868928,3.1898980954642875,0.9055872616982603,3.8841837197791893,1.0207086518859765,13.506505576208179,2.0300456425133935,13.0,5,23,0.2613668967823351,0.9916530598522993,0.04360533961504193,1.0,0.2777777777777778,1.0
quorum_sensing,2.3745311123911663,27.131890860768177,15.788566308566313,23.0,0.0,63.0,1.9789220791185071,22.256944444444443,17.156852586170352,17.0,5,64,2.312187949885812,2.98543895171694,0.5942692473675776,3.003316756886984,0.5916727785823275,4.04698605743306,1.978111807732857,20.04861111111111,16.901401101154267,15.0,3,61,0.4434486477467211,0.9930740156602988,0.024175621050250215,1.0,0.7741935483870968,1.0
tce_zhao,1.7348453701915356,8.112159965056177,1.6711897741627053,8.0,0.0,10.0,0.0,10.0,0.0,10.0,10,10,1.7113329580068897,2.738268212093853,0.2671231274449964,2.721928094887362,1.9609640474436811,3.3219280948873626,0.055321344160042904,7.990147783251231,0.09876816579193803,8.0,7,8,0.055321344160042904,0.9987684729064039,0.012346020723992254,1.0,0.875,1.0
